id,name,city,rating,rating_count,cost,cuisine,address
548139,Bole To Vadapav,"Vastrapur,Ahmedabad",4.2,20+ ratings,200,"Street Food,Snacks","Bole To Vadapav, SHLOK FOOD AND BAVERAGE,GF NO 17,SUDARSHAN COMPLEX,MANSI COMPLEX,VASTRAPUR,AHMEDABAD-380015"
320456,Pink Panther,"Vastrapur,Ahmedabad",4.1,20+ ratings,350,"Asian,Burmese","Pink Panther, C/o Ginger Hotel Drive in, Behind Himalay Mall,  Drive in Road, ahmedabad,308852"
414675,Mahakal Pakodi Center,"Vastrapur,Ahmedabad",4,20+ ratings,200,"Chaat,Indian","Mahakal Pakodi Center, Shakti Square Complex, Nehru Park, Mahavir Nagar society, Vastrapur, Ahmedabad, Gujarat 380015, India"
540891,Food Mood,"Vastrapur,Ahmedabad",0,Too Few Ratings,150,"Fast Food,Snacks","Food Mood, b16 himalya arcade nr sardar center opp vastrapur lake vastrapur ahmedabad"
320455,Masala Street,"Vastrapur,Ahmedabad",0,Too Few Ratings,350,"North Indian,Biryani","Masala Street, C/o Ginger Hotel Drive in, Behind Himalay Mall,  Drive in Road, ahmedabad,308852"
563211,Milan restaurant,"Vastrapur,Ahmedabad",0,Too Few Ratings,325,"North Indian,Chinese","Milan restaurant, FF/101, Shivalik-3, b/s Drive-In Cinema, Drive In Rd, Nilmani Society, Thaltej, Ahmedabad, Gujarat 380054, India"
38230,Shivam Bhojnalay,"Vastrapur,Ahmedabad",3.5,1K+ ratings,200,"Thalis,Punjabi","Shivam Bhojnalay, Ground Floor, JB Towers, Drive In Road, Gurukul, Ahmedabad"
463808,Shree Jalaram Parotha House,"Vastrapur,Ahmedabad",3.4,20+ ratings,200,North Indian,"Shree Jalaram Parotha House, 4/B, Sankalp Apartments, Judges Bungla Road, Near N.R.I. Tower, Bodakdev, Ahmedabad  ,Ahmedabad Municipal Corporation,Gujarat-380054"
95862,Goodluck Chicken Hub,"Vastrapur,Ahmedabad",0,Too Few Ratings,500,"North Indian,Chinese","Goodluck Chicken Hub, Food Icon Opp Iscon Mega Mall Nr US Pizza SG Highway Ahmedabad"
236430,Kilos,"Vastrapur,Ahmedabad",4,100+ ratings,150,"North Indian,Punjabi","Kilos, GROUND FLOOR, SURVEY NO: 14/1, 153 PAIKI, OPP,KAMNATH MAHADEV MANDIR, VASTRAPUR LAKE, VASTRAPUR, AHMEDABAD-380015"
224326,The Swad,"Vastrapur,Ahmedabad",3.8,500+ ratings,200,"Thalis,Punjabi","The Swad, GROUND FLOOR, AKSHAR COMPLEX, SHIVRAJNI CHAR RASTA, JODHPUR, SATELLITE, Ahmedabad Municipal  Corporation, Gujarat-380015"
572049,The South Zone,"Vastrapur,Ahmedabad",0,Too Few Ratings,200,"South Indian,Beverages","The South Zone, B/1, Mantra Complex, Opp. Mehsana Urban Bank, opp. Lane Of Atithi Dinning Hall, Bodakdev, Ahmedabad, Gujarat 380054, India"
59431,Belgians Waffle,"Vastrapur,Ahmedabad",0,Too Few Ratings,300,"Desserts,Beverages","Belgians Waffle, Belgians Waffle, A-801, INDRAPRATH TOWER, NR HIMALYA MALL, Drive In Rd, Ahmedabad"
559136,Black Jack Fastfood,"Vastrapur,Ahmedabad",0,Too Few Ratings,60,"Fast Food,Pizzas","Black Jack Fastfood, U-12, Sath-sangath Complex,Near HP petrol Pump, Below SBI,, Shivranjani Cross Road, Satellite,, Shivranjani, Jodhpur Village, Ahmedabad, Gujarat 380015, India"
55075,Mirch Masala,"Vastrapur,Ahmedabad",4,20+ ratings,700,Indian,"Mirch Masala, Sumel Complex, Opposite GNFC Tower, S G Highway, Bodakdev, Ahmedabad"
469106,Samosazz The Fun Triangle,"Vastrapur,Ahmedabad",0,Too Few Ratings,400,"Pizzas,Fast Food","Samosazz The Fun Triangle, GF 4, SARTHI AVENUE, RAMDEVNAGAR POLICE CHOWKI, NR AKSHAT AVENUE, SATELLITE"
497912,Fozzies on a roll,"Vastrapur,Ahmedabad",0,Too Few Ratings,300,Snacks,"Fozzies on a roll, Maruti Crystal Complex, Bodakdev, Ahmedabad, Gujarat 380054, India"
48390,Anjoy Late Night Meals,"Vastrapur,Ahmedabad",4.1,1K+ ratings,250,Indian,"Anjoy Late Night Meals, GROUND FLOOR 2, SUKHSHINE COMPLEX, 8, SUNRISE PARK, VASTRAPUR, AHMEDABAD-380015"
530845,Shree Aashapura Restaurant,"Vastrapur,Ahmedabad",0,Too Few Ratings,200,"Indian,Chinese","Shree Aashapura Restaurant, 1-G NEW YORK CORNER B/H KIRAN MOTORS OPP RAJPATH CLUB BODAKDEV AHMEDABAD-380015"
575313,Uma Snacks & Beverages,"Vastrapur,Ahmedabad",0,Too Few Ratings,100,"Snacks,Beverages","Uma Snacks & Beverages, G-18, SHOP BALAJI PLAZA JUDGES BUNGLOW ROAD OPP MADHUVAN BODAKDEV,AHMEDABAD. ,Bodakdev(New West Zone),Ahmedabad Municipal Corporation,Ahmedabad,Gujarat-380054"
203530,WTF! Pizza's & Bar-be-que,"Vastrapur,Ahmedabad",4,100+ ratings,250,"Italian,Pizzas","WTF! Pizza's & Bar-be-que, G-1, Sumit Apartment, Judges Bunglow Rd, Opp Konark Karishma, Near Mansi circle"
307143,Bread Box Sandesh Press,"Vastrapur,Ahmedabad",0,Too Few Ratings,200,Indian,"Bread Box Sandesh Press, GF/20 , SUPER PLAZA, NR. LAD SOCIETY, SANDESH PRESS ROAD, BODAKDEV,, Ahmedabad"
36179,Ahmedabad - 15,"Vastrapur,Ahmedabad",0,Too Few Ratings,300,"Indian,North Indian","Ahmedabad - 15, 1-3, Neeldeep Complex, Opposite Aangan Apartments, Vastrapur, Ahmedabad"
415653,Punjab Da Chaska,"Vastrapur,Ahmedabad",0,Too Few Ratings,250,North Indian,"Punjab Da Chaska, SHOP NO 66 FIRST FLOOR SARDAR CENTER OPP VASTRAPUR LAKE, VASTARPUR AHMEDABAD Muncipal Corporation, Ahmedabad Munciple Corporation, Ahmedabad, Gujrat - 380015"
81220,Khana Khazana-Vastrapur,"Vastrapur,Ahmedabad",3.8,50+ ratings,400,Indian,"Khana Khazana-Vastrapur, 2, Ground Floor, Shakti Square Complex, Opposite Management Enclave, Vastrapur, Ahmedabad"
345501,Food Adda,"Vastrapur,Ahmedabad",0,Too Few Ratings,399,"Beverages,Pizzas","Food Adda, Shop-2, Sukh shine complex, Opp. Galaxy bazaar, vastrapur."
234161,Kukkad Handi Biryani,"Vastrapur,Ahmedabad",0,Too Few Ratings,350,"Biryani,North Indian","Kukkad Handi Biryani, V/4, 2nd Floor SAGAR Apartments OPP SARTHI HOTEL BODAKDEV AHMEDABAD 380054"
543855,Abhiraj Pan,"Vastrapur,Ahmedabad",0,Too Few Ratings,150,Paan,"Abhiraj Pan, Shop No. 1,2 , Maruti Tower, Opp. Shiddhi Vinayak Complex Shivranjini Cross Road, Surendra Mangaldas Rd, Bimanagar, Ambawadi, Ahmedabad, Gujarat 380015, India"
72650,TGIH- Thank God Its Healthy,"Vastrapur,Ahmedabad",4.1,100+ ratings,500,"Continental,Healthy Food","TGIH- Thank God Its Healthy, 20, Galaxy Bazaar, Sunrise Park, Near Black Saloon, Vastrapur, Ahmedabad"
56173,Chinese Wok Express,"Vastrapur,Ahmedabad",4.1,100+ ratings,400,"Chinese,Thai","Chinese Wok Express, G-1, Alpha Megaconn, Sindhu Bhavan Road, Bodakdev, Ahmedabad"
513080,Mumbaiya dal khichdi,"Vastrapur,Ahmedabad",0,Too Few Ratings,300,Indian,"Mumbaiya dal khichdi, 85, 9th floor,Chanakya Tower, Vastrapur, Ahmedabad, Gujarat 380054, India"
62978,LunchBox - Meals and Thalis,"Vastrapur,Ahmedabad",4.1,100+ ratings,200,"North Indian,Punjabi","LunchBox - Meals and Thalis, SHOP NO 2, HOTEL SHAHI PALACE ,VASTRAPUR LAKE, AHMEDABAD, GUJARAT"
366836,Sam's Pizza,"Vastrapur,Ahmedabad",0,Too Few Ratings,600,Pizzas,"Sam's Pizza, Shop No 101/c, shilp aaron, opp armeda sindhu bhavan road, bodakdev, Ahmedabad - 380054"
448977,Entanglement,"Vastrapur,Ahmedabad",0,Too Few Ratings,450,"Snacks,Chinese","Entanglement, 1,shital plaza,Row house-241,Bodakdev, Ahmedabad, Gujarat - 380054"
507403,Prince Corner,"Vastrapur,Ahmedabad",0,Too Few Ratings,300,"South Indian,Chinese","Prince Corner, Shop-18 to 20, Ground Floor, Margin Millenium Plaza, Near Balaji Complex, Mansi Circle, Vastrapur, Ahmedabad,Gujarat - 38001"
328296,The Thali House,"Vastrapur,Ahmedabad",2.8,20+ ratings,250,"North Indian,Thalis","The Thali House, shop, 4/5 drive in shopping centre, nr drive in cinema, thaltej vastrapur"
466170,Cinnamon,"Vastrapur,Ahmedabad",0,Too Few Ratings,400,"North Indian,Chinese","Cinnamon, AKASH TOWER-1, Judges Bunglow Rd, Bodakdev, Ahmedabad, Gujarat 380054, India"
38229,Zen Cafe,"Vastrapur,Ahmedabad",4.6,50+ ratings,500,"Pizzas,Pastas","Zen Cafe, TDW Furniture, Near Sundervan Satellite, Ahmedabad"
483855,Brownies And More,"Vastrapur,Ahmedabad",0,Too Few Ratings,300,"Bakery,Beverages","Brownies And More, Shop Address-GF- 17, MANGALJYOT COMPLEX, JODHPUR CROSS ROAD, JODHPUR GAM ROAD,  SATELLITE0 380015"
434567,Wok Palace,"Vastrapur,Ahmedabad",3.4,20+ ratings,200,"Chinese,Asian","Wok Palace, 24,Groundfloor,Advait Complex, Sandesh Press Rd, Vastrapur, Ahmedabad, Gujarat 380015, India"
540216,Larissa,"Vastrapur,Ahmedabad",0,Too Few Ratings,400,"North Indian,Indian","Larissa, b2 anoli society sunrise park vastrapur"
130241,Shree Janta Ice Cream,"Vastrapur,Ahmedabad",3.4,100+ ratings,200,"Continental,Beverages","Shree Janta Ice Cream, 4/SARDAR CENTER NEHURPARK VASTRAPUR BODAKDEV. AHMEDABAD 54,MUNICIPAL GUJARAT"
37121,Mainland China,"Vastrapur,Ahmedabad",4.2,100+ ratings,900,"Chinese,Oriental","Mainland China, 4th Floor, Gulmohar Park, Satellite, Ahmedabad"
72661,Ashray,"Vastrapur,Ahmedabad",0,Too Few Ratings,550,"Indian,Chinese","Ashray, Near Rajpath Club, S G Highway, Bodakdev, Ahmedabad"
483973,Rich Man'S Brownie,"Vastrapur,Ahmedabad",0,Too Few Ratings,200,Bakery,"Rich Man'S Brownie, Shop Address-GF- 17, MANGALJYOT COMPLEX, JODHPUR CROSS ROAD, JODHPUR GAM ROAD,  SATELLITE0 380015"
444367,Vicky'S Kitchen,"Vastrapur,Ahmedabad",0,Too Few Ratings,200,Indian,"Vicky'S Kitchen, DRIVINE ROAD, THALTEJ, Ahmedabad, 380054"
60323,Brothers Brand,"Vastrapur,Ahmedabad",4,100+ ratings,550,"Indian,Chinese","Brothers Brand, SHOP NO 40 , GROUND FLOOR, ADVAIT COMPLEX, NR SANDESH PRESS, VASTRAPUR LAKE ROAD, VASTRAPUR - BOADAKDEV , AHMEDABAD"
528359,Nini's Kitchen,"Vastrapur,Ahmedabad",0,Too Few Ratings,800,"Pizzas,Italian","Nini's Kitchen, C-14/15/16/17, Rudra Square, Judges Bungalow Road , Basement below Kheteshwar Medical , Next to Gormoh , Bodakdev, Ahmedabad   380054"
395181,McDonald's Gourmet Burger Collection,"Vastrapur,Ahmedabad",4.1,20+ ratings,500,"Burgers,Beverages","McDonald's Gourmet Burger Collection, Himalaya Mall, Next to Indraprast Towers, Drive-In Road, Ahmedabad 380015."
502182,Mehfil Biryani by Zakir Khan,"Vastrapur,Ahmedabad",3.9,100+ ratings,600,"Biryani,Mughlai","Mehfil Biryani by Zakir Khan, """"""F.F-10, PRIME PLAZA, OPP. DLA SCHOOL, BODAKDEV, AHMEDABAD, Ahmedabad Municipal Corporation, Gujarat-380054"""""""
191873,Gordhan Thaal,"Vastrapur,Ahmedabad",4.1,50+ ratings,650,Gujarati,"Gordhan Thaal, Ground Floor, Sapath Complex, Opposite Rajpath Club, S G Highway, Satellite, Ahmedabad,Prahlad Nagar,Ahmedabad"
493415,Mudras Koffee,"Vastrapur,Ahmedabad",0,Too Few Ratings,300,"Snacks,Beverages","Mudras Koffee, l9/3 gokul complex opp swaminarayan gurukul drive in road ahmedabad 380052"
432153,Pushpaben,"Vastrapur,Ahmedabad",0,Too Few Ratings,100,"Street Food,Indian","Pushpaben, Bodakdev, Ahmedabad, Bodakdev , Ahmedabad Municipal Corporation, Ahmedabad Municipal Corporation, Gujarat, 380054"
563761,Theka Coffee,"Vastrapur,Ahmedabad",0,Too Few Ratings,250,Beverages,"Theka Coffee, D, GROUND FLOOR, AKSHAT COMPLEX, NR.,KIRAN MOTARS, NR. PARSHWA COMPLEX, BODAKDEV, , Ahmedabad,,Gujarat-380054"
334826,Punjabi Bistro And Bakers,"Vastrapur,Ahmedabad",0,Too Few Ratings,500,North Indian,"Punjabi Bistro And Bakers, GF-20,Galaxy Bazar Complex, Sunrise Park Road, Gurukul, Ahmedabad, Gujarat, India"
49336,Tephra Lounge,"Vastrapur,Ahmedabad",0,Too Few Ratings,600,Beverages,"Tephra Lounge, Opposite Sterling Cancer Hospital, Behind Armeida House, Bodakdev, Ahmedabad"
436417,Kathiyawad Ni Moj,"Vastrapur,Ahmedabad",0,Too Few Ratings,99,"Snacks,Beverages","Kathiyawad Ni Moj, 11, Vastrapur Village Rd, near ICICI Direct, Nehru Park, Mahavir Nagar society, Vastrapur, Ahmedabad, Gujarat 380015, India"
114922,Cafe Hideout,"Vastrapur,Ahmedabad",0,Too Few Ratings,300,Indian,"Cafe Hideout, 7 sushilnagar society opp mahatma Gandhi labor institute nr manav Mandir drive Inn road memnagar Ahmedabad"
388889,Gourmet Ice Cream Cakes by Baskin Robbins,"Vastrapur,Ahmedabad",0,Too Few Ratings,550,"Desserts,Ice Cream","Gourmet Ice Cream Cakes by Baskin Robbins, Near Pakwan 2, Judges Bungalow Road, Bodakdev, Ahmedabad"
556904,Toritos Express,"Vastrapur,Ahmedabad",0,Too Few Ratings,500,"Mexican,Italian","Toritos Express, TF-FS-1, AlphaOne, Near Vastrapur Lake, Vastrapur,  Ahmedabad, Gujarat - 380054"
333980,Bake And Grill,"Vastrapur,Ahmedabad",0,Too Few Ratings,250,Indian,"Bake And Grill, 32 Shreeji Complex,  Opp- ADC Bank, Below Haresh Dudhiya, Gurukul Road, Memnagar,Ahmedabad,Gujarat - 380052"
577927,SHREE KARDHAR FAST FOOD,"Vastrapur,Ahmedabad",0,Too Few Ratings,200,"South Indian,Snacks","SHREE KARDHAR FAST FOOD, GF-15, SAMAN COMPLEX,OPP, NALANDA COMPLEX, MANSI CIRCLE,JODHPUR,AHMEDABAD. , Jodhpur(New West Zone) , Ahmedabad Municipal Corporation, Ahmedabad, Gujarat-380015"
320656,Kaapi n More,"Vastrapur,Ahmedabad",0,Too Few Ratings,125,South Indian,"Kaapi n More, C/o Ginger Hotel Drive in, Behind Himalay Mall,   Drive in Road, ahmedabad, ahmedabad municipal corporation ahmedabad municipal corporation  gujrat  308852"
37479,Amrut Tiffin Service,"Vastrapur,Ahmedabad",0,Too Few Ratings,200,North Indian,"Amrut Tiffin Service, H-502, Indraprasth Tower, Himalaya Mall, Drive in Road, Gurukul, Ahmedabad"
320654,Combo 10,"Vastrapur,Ahmedabad",0,Too Few Ratings,199,"Combo,Chinese","Combo 10, C/o Ginger Hotel Drive in, Behind Himalay Mall,   Drive in Road, ahmedabad,municipal corpaoration ahmedabad  municipal corpaoration 308852"
505482,Yuvi The Cafe,"Vastrapur,Ahmedabad",0,Too Few Ratings,300,"Beverages,Pizzas","Yuvi The Cafe, STALL NO 16 SG HIGHWAY GREEN STRIP OPP GURUDWARA BODAKDEV , Jodhpur(New West Zone) , Ahmedabad Municipal Corporation, Ahmedabad, Gujarat-380054"
49332,Caffix The Tech Cafe,"Vastrapur,Ahmedabad",4,20+ ratings,450,"Chinese,North Indian","Caffix The Tech Cafe, 36-37, Advait Mall, Near Sandesh Press, Vastrapur, Ahmedabad"
493649,Vadilal -Now For Ever,"Vastrapur,Ahmedabad",0,Too Few Ratings,200,"Ice Cream,Desserts","Vadilal -Now For Ever, SHOP NO. 10/11, NR. AVALON HOTEL, OPP JAHANVI BUNGALOW, SINDHU BHAVAN ROAD, SINDHU BHAVAN, AHMEDABAD, GUJARAT -"
320655,Mumbai Chaat,"Vastrapur,Ahmedabad",0,Too Few Ratings,99,Fast Food,"Mumbai Chaat, C/o Ginger Hotel Drive in, Behind Himalay Mall,   Drive in Road, ahmedabad,municipal corpaoration ahmedabad  municipal corpaoration 308852"
471730,Hotel Alba Premier,"Vastrapur,Ahmedabad",0,Too Few Ratings,400,"Chinese,North Indian","Hotel Alba Premier, Ishwar Complex, Opp. Gurukul Tower, Drive Inn Road, Ahmedabad., 380052"
344742,Jay Somnath Fast Foods,"Vastrapur,Ahmedabad",0,Too Few Ratings,250,Indian,"Jay Somnath Fast Foods, A-2-11 Soham Avenue, Opp. Lake, Vastrapur, Ahmedabad, Gujarat, India"
433155,Hao Chi,"Vastrapur,Ahmedabad",3.8,100+ ratings,400,"Chinese,Pan-Asian","Hao Chi, F.F-10, PRIME PLAZA, OPP. DLA SCHOOL, BODAKDEV, AHMEDABAD, Ahmedabad Municipal Corporation, Gujarat-380054"
439917,Cloves Techno Dining Rooftop Restaurant,"Vastrapur,Ahmedabad",0,Too Few Ratings,300,"Fast Food,North Indian","Cloves Techno Dining Rooftop Restaurant, 404-405 Shilp Epitome Rajpath Rangoli Road, OFF Sindhu Bhavan Road, Bodakdev, Ahmedabad 380054"
37580,Gwalia Sweets & Fast Food,"Vastrapur,Ahmedabad",4.4,500+ ratings,250,"Sweets,North Indian","Gwalia Sweets & Fast Food, 1, Sunrise Complex, Beside Swaminarayan Mandir, Bodakdev, Ahmedabad"
215552,Bansari Dairy Farm,"Vastrapur,Ahmedabad",0,Too Few Ratings,200,Desserts,"Bansari Dairy Farm, 6-Umiya Vijay Shopping Centre Satellite Ahmedabad"
37582,Gormoh,"Vastrapur,Ahmedabad",0,Too Few Ratings,900,"North Indian,Chinese","Gormoh, Ground Floor, Rudra Square, Judges Bungalow Cross Road, Bodakdev, Ahmedabad"
70147,Food On Way,"Vastrapur,Ahmedabad",3.9,1K+ ratings,200,"North Indian,Chinese","Food On Way, GROUND FLOOR, SURVEY NO: 14/1, 153 PAIKI, OPP,KAMNATH MAHADEV MANDIR, VASTRAPUR LAKE, VASTRAPUR, AHMEDABAD-380015"
515393,Luscious Paratha's,"Vastrapur,Ahmedabad",0,Too Few Ratings,400,"North Indian,Beverages","Luscious Paratha's, 32, SHREEJI COMPLEX, OPP- ADC BANK, BELOW HARESH DUDHIYA, GURUKUL ROAD MEMNAGAR, AHMEDABAD"
249525,Sadda Meal,"Vastrapur,Ahmedabad",4.3,50+ ratings,400,Indian,"Sadda Meal, 9 U.L Mohini Tower, Judges Bunglow Road, Bodakdev, Ahmedabad, Gujarat, India"
41963,Grill'd N More,"Vastrapur,Ahmedabad",4.4,100+ ratings,400,"Grill,Fast Food","Grill'd N More, Shop 1, First Floor, Manas Complex, Near Jodhpur cross roads "
468339,Ibizza Pizza,"Vastrapur,Ahmedabad",0,Too Few Ratings,400,"Pizzas,Italian","Ibizza Pizza, 17, Sun Orbit, Rajpath Rangoli Rd, behind rajpath club, near pandit dindayal community hall, PRL Colony, Thaltej, Ahmedabad, Gujarat 380054, India"
386452,Dilkhush Dabeli King,"Vastrapur,Ahmedabad",0,Too Few Ratings,100,Snacks,"Dilkhush Dabeli King, Survey No 7, 20, Sudarshan Complex Opposite Satyam Mall, Near Mansi Cross Roads, Satellite, Ahmedabad - 380015"
554710,Big Sandwich,"Vastrapur,Ahmedabad",0,Too Few Ratings,200,"Fast Food,Italian-American","Big Sandwich, NILAMBEN VIRAMBHAI BODAR SHOP NO 3 SARDAR CENTRE OPP VASTRAPUR LAKE,VASTRAPUR,AHMEDABAD. , Bodakdev(New West Zone) , Ahmedabad, Gujarat-380052"
310987,The Red Bistro,"Vastrapur,Ahmedabad",0,Too Few Ratings,200,Indian,"The Red Bistro, GROUND FLOOR ARMIEDA BLDG SINDUBHAVAN ROAD BODAKDEV, 380054"
553624,Black Chimney,"Vastrapur,Ahmedabad",0,Too Few Ratings,300,"Chinese,North Indian","Black Chimney, f 42 shree mahalaxmi shops opp police choki judges bungla bodakdev ahmedabad"
574426,restore bakery,"Vastrapur,Ahmedabad",0,Too Few Ratings,500,Bakery,"restore bakery, shop no 10 chinmay crystal near vastrapur lake bodakdev ahmedabad"
400126,Om Kar Foods Center,"Vastrapur,Ahmedabad",0,Too Few Ratings,300,"Indian,Gujarati","Om Kar Foods Center, Ground Floor, JB Tower, Opposite Doordarshan Kendra, Drive In Road, Gurukul, Ahmedabad"
247114,Bowl Story,"Vastrapur,Ahmedabad",4.4,100+ ratings,500,"Mexican,Continental","Bowl Story, 9 U.L Mohini Tower, Judges Bunglow Road, Bodakdev, Ahmedabad, Gujarat, India"
472952,Rasila's kitchen,"Vastrapur,Ahmedabad",0,Too Few Ratings,500,"Beverages,Pizzas","Rasila's kitchen, A/3, Shivalik business centre, Rajpath Rangoli Rd, behind Rajpath club, PRL Colony, Bodakdev, Ahmedabad, Gujarat 380054, India"
328148,Sandwich Boxx,"Vastrapur,Ahmedabad",0,Too Few Ratings,250,Street Food,"Sandwich Boxx, Shop No: GF-7, Shubham Complex, Opp. Sanjivani Hospital, Sunrise Park Road, Vastrapur, Ahmedabad, Madhupura Market , Ahmedabad Municipal Corporation, Ahmedabad Municipal Corporation, Gujarat-380015"
531979,Cream Centre,"Vastrapur,Ahmedabad",4.3,20+ ratings,900,"Indian,Italian","Cream Centre, SHOP NO - 3, BLOCK - B, GROUND FLOOR,SHILP AARON BUILDING, NR. PAKVAN CIRCLE,SINDHUBHAVAN ROAD, BODAKDEV,Ahmedabad Municipal Corporation,Ahmedabad, Gujarat-380059"
560031,Kevin's Burger,"Vastrapur,Ahmedabad",0,Too Few Ratings,100,"Burgers,Snacks","Kevin's Burger, Rudraksh Apartament, 90, Nehru Park Cir, Vastrapur, Ahmedabad, Gujarat 380015, India"
476296,Shree Dev Ice-Cream Parlour,"GOTA,Ahmedabad",0,Too Few Ratings,200,"Ice Cream,Beverages","Shree Dev Ice-Cream Parlour, Opp City Square Near Sales India Godrej Garden City Behind Nirma University Jagatpur Road"
180138,Charotari Kheechadi,"GOTA,Ahmedabad",0,Too Few Ratings,200,North Indian,"Charotari Kheechadi, B- 602 , Belevedere , Godrej Garden City , Jagatpur , Ahmeadabad , 382481"
404444,Healthy Foodies,"GOTA,Ahmedabad",0,Too Few Ratings,250,Indian,"Healthy Foodies, D/802, Jasmine Green-1, Opp K D Hospital, B/s. Royal Heights, Nr. Vaishnodevi Circle, Ahmedabad-382210"
516399,Pizzagram - Chandlodiya,"GOTA,Ahmedabad",0,Too Few Ratings,300,"Pizzas,Italian","Pizzagram - Chandlodiya, SHOP-GF-09 SHLOK INFINITY,OPP VISHWAKARMA MANDIR,NEAR GOTA RAILWAY BRIDGE,CHANDLODIYA,AHMEDABAD-382481"
478231,Dhaba Amritsari,"GOTA,Ahmedabad",3.6,20+ ratings,300,"Punjabi,North Indian","Dhaba Amritsari, Ground floor Shop No -N 20 Shukan Residency, Near Vandematram Cross Road, Gota0 382481"
405777,South Junction,"GOTA,Ahmedabad",0,Too Few Ratings,200,South Indian,"South Junction, SURVEY NO.108/4/2 PAIKI, DANNY COFFE BAR, NIRAMA TRAGAD ROAD, , Ahmedabad Municipal Corporation, Ahmedabad Municipal Corporation, Gujarat, 380000"
410687,La Pino'Z Pizza,"GOTA,Ahmedabad",3.8,100+ ratings,400,"Pizzas,Pastas","La Pino'Z Pizza, Shop no.28, GF Shukan residency, Vandematram, Gota 382481"
164566,Satvaras,"GOTA,Ahmedabad",0,Too Few Ratings,200,Juices,"Satvaras, SatvaRas, Dharmik Steel Traders, Near Gota Cross Road, Near Lavanya Studio, Gota Chandlodia Road, Gota, Ahmedabad"
63622,Shiva'S Coffee Bar & Snacks,"GOTA,Ahmedabad",3.9,100+ ratings,300,Beverages,"Shiva'S Coffee Bar & Snacks, Block no 194 Sg Highway PO Jagatpur Dascroi Ahmedabad -382470"
532761,Hot & tasty restaurant,"GOTA,Ahmedabad",0,Too Few Ratings,300,"North Indian,Chinese","Hot & tasty restaurant, shop no 8 city square mall jagatpur road nr godrej garden city gota"
378502,Aarambh Kitchen,"GOTA,Ahmedabad",4.5,20+ ratings,300,Indian,"Aarambh Kitchen, G-10 Shayona Shikh Near Vandematram Icon New S G Road Gota,  Ahmedabad -382470"
352236,Gujarat Bhajipav And Pulav,"GOTA,Ahmedabad",0,Too Few Ratings,180,Chinese,"Gujarat Bhajipav And Pulav, B-12 Simandhar Status, Gota, Ahmedabad, Gujarat, India"
357925,MS Food,"GOTA,Ahmedabad",0,Too Few Ratings,200,North Indian,"MS Food, Maruti Complex, Near Saag Market, Ranip"
63626,Jay Bhavani Vadapav,"GOTA,Ahmedabad",4,100+ ratings,200,Snacks,"Jay Bhavani Vadapav, Block - B, Shop 11, Krishna Heights, Godrej Garden City Road, Jagatpur, Gota, Ahmedabad"
482851,A One Pani Puri,"GOTA,Ahmedabad",0,Too Few Ratings,300,"Chaat,Street Food","A One Pani Puri, Opp Dev Residency Near Panchslok Home Tragad Chandkheda Road Tragad"
483820,Saffron,"GOTA,Ahmedabad",0,Too Few Ratings,600,"North Indian,Tandoor","Saffron, Shop No. 101-102, First Floor, Shaligram Lakeview Near Tragad, Underpass, nr. Vaishnodevi Circle, Ahmedabad, Gujarat 382481, India"
573188,only idlis,"GOTA,Ahmedabad",0,Too Few Ratings,100,South Indian,"only idlis, block A 605 jasmin green 2 near vaishnodevi circle khodiyar daskroi ahmedabad"
523496,Tea & Bite Cafe,"GOTA,Ahmedabad",0,Too Few Ratings,200,"Beverages,Fast Food","Tea & Bite Cafe, 8, Vishnudhara gardens, New gota, ahmadabad,382481"
412199,Honest,"GOTA,Ahmedabad",4,100+ ratings,400,"Indian,Chinese","Honest, SAVVY SWARAAJ SPORTS CLUB, JAGATPUR ROAD, OFF S.G.HIGHWAY, GOTA, AHMEDABAD      382481"
369904,33 The Eatery,"GOTA,Ahmedabad",3.6,50+ ratings,250,"North Indian,Gujarati","33 The Eatery, PRAHLAD PARK, JAGATPUR, NEAR SAMYAK GALAXY, JAGATPUR, DASCROI,ahmedabad"
383777,Puff Factory,"GOTA,Ahmedabad",0,Too Few Ratings,200,Indian,"Puff Factory, ff-15,Shukan Platinum Apartments, Vandematram Arcade, Gota, Ahmedabad, Gujarat, India"
455468,Oven The Bakery,"GOTA,Ahmedabad",3.6,20+ ratings,600,"Bakery,Desserts","Oven The Bakery, 9/A, Ganesh Glory 11, Near BSNL Office, Jagatpur, Daskroi, Gota, Ahmedabad"
451663,Lalaji Dilliwale Restaurant,"GOTA,Ahmedabad",0,Too Few Ratings,300,"Indian,Sweets","Lalaji Dilliwale Restaurant, SHOP NO 1,BLOCK NO A,VISHNUDHARA GARDEN, JAGATPUR ROAD, Nirnaynagar, Ahmedabad Municipal Corporation, Gujarat - 382481"
491324,New Sizzling Chinese,"GOTA,Ahmedabad",0,Too Few Ratings,300,Chinese,"New Sizzling Chinese, Survey No 108/4/2 Paiki, Denny's Coffee Bar, Opp Adani Pratham Residency, Tragad,ahmedabad  "
345253,Das Khaman,"GOTA,Ahmedabad",3.6,50+ ratings,250,"Indian,Snacks","Das Khaman, c-1 ground floor ceter point , vande matram road, Ahmedabad 382481"
